,tweets
13336,RT @total_gossips: #Dispatch trends as Thai king faces backlash over the inefficient way the government is managing the corona virus pandem…
13337,RT @nhannahjones: A weepy man records bodies being placed in the back of a refrigerated truck in Brooklyn and the President of the United S…
13338,"To all you women out there not social distancing right now, just remember before the corona virus you wouldn’t fuck… https://t.co/uTvQzn6Tya"
13339,RT @nhannahjones: A weepy man records bodies being placed in the back of a refrigerated truck in Brooklyn and the President of the United S…
13340,RT @nhannahjones: A weepy man records bodies being placed in the back of a refrigerated truck in Brooklyn and the President of the United S…
13341,"RT @2LarryJohnson7: 42.4 million babies killed by abortion in 2019

Media blackout on all Undocumented number of children ritualistically…"
13342,"RT @PeterSweden7: HORRIFIC😭😭😭

Scenes from New York shows dead body being loaded onto refrigerated truck with a forklift.

USA now🇺🇸:

- 14…"
13343,"Corona Voris was last resort... Mueller Russia Investigation failed, Impeachment Failed... Corona Virus...."
13344,RT @smartpatson3: I don’t know you but what I know is that Corona Virus 🦠 will not have power over you and your family in Jesus name 🙏
13345,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13346,@WhateleySEN Is Corona Virus an issue?!
13347,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13348,"RT @Magni5scent: First Name: CORONA
Surname: VIRUS 
NickName: COVID 
Age: 19.
Nationality: CHINA
Next of kin : HANTA VIRUS
Hobby : Travelin…"
13349,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13350,@50cent Can anyone recommend a good album about the corona virus?
13351,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13352,"RT @SaeedBhutto9: Still PM of Pk saying no matter of corona virus and lockdown is not a good solution.
What we called the “city that never…"
13353,Immediately bought vol 2 and i have corona virus rush.
13354,"RT @CostiveBerry: Corona virus has killed millions of people 😫 but u n ur family are still alive,, thank God for de gift of life 🙏"
13355,"RT @ImAllexx: apparently a corona virus symptom is having no taste, thoughts go out to all the kpop stans at this time 🙏"
13356,"OK, so they are creditable. Now that leaves me with how can there still be so many people in support of tRump's cor… https://t.co/Udw1WaE6RS"
13357,RT @GeorgiaLogCabin: #Poll: Do you personally know anyone diagnosed with the corona virus? Vote &amp; retweet. #coronavirus #covid19 #covidー19…
13358,RT @johnnjenga: German Air Force is flying covid19 corona virus patients from Italy to Germany using military air ambulances. Once they arr…
13359,RT @samuelfishr: PSA: If you’re 18+ you’re eligible for $1000 from PayPal due to the Corona Virus pandemic! (I’ll link the site below)
13360,"RT @NachoProfessor2: Americans:

When the corona virus dust settles can we have a serious chat about healthcare in our country?"
13361,RT @nhannahjones: A weepy man records bodies being placed in the back of a refrigerated truck in Brooklyn and the President of the United S…
13362,"RT @arwidodo: This doctor suggests using hot air therapy to prevent and cure early symptoms of corona virus infection
(Thread, part 1) http…"
13363,@tripgabriel Falwell is the buddy of @realDonaldTrump This is an actual photograph of them discussing God's advice… https://t.co/NHGIfBg5ts
13364,RT @ToriNicksWho: Besides the effects of increased radiation I think the 5G network will be used to Spy on us even more... considering $500…
13365,"RT @CostiveBerry: Corona virus has killed millions of people 😫 but u n ur family are still alive,, thank God for de gift of life 🙏"
13366,RT @rmayemsinger: Any network airing these corona campaign rallies live will have blood on their hands. It's worse than airing his 2016 ral…
13367,RT @GeorgiaLogCabin: #Poll: Do you personally know anyone diagnosed with the corona virus? Vote &amp; retweet. #coronavirus #covid19 #covidー19…
13368,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13369,@w_h_thompson I like your website but labeling the corona virus image with the chinese flag is wrong.
13370,"@suzydymna @realDonaldTrump @USACEHQ @fema It's not Wuhan Corona Virus,It's America Corona Virus. Lady. Are you sur… https://t.co/zIG3S9iwCq"
13371,RT @EdBraiman: @realDonaldTrump Has anyone explained to Trump that most people at risk of Corona virus morality are Trump voters?
13372,RT @M0_schino: My father tested positive for the Corona virus and has been in the icu with pneumonia since yesterday. I’m only saying this…
13373,RT @Drmike_adenuga: Corona virus has killed thousands of people  but It won’t come near you and your family🙏.claim it
13374,"RT @MurrayGardner4: apparently a corona virus symptom is having no taste, thoughts go out to all the cunts who wear Yeezys then"
13375,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13376,"RT @sanriobangtan: my dad: the corona virus doesn’t exist.
me: that’s exactly what a republican WOULD say isn’t it"
13377,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13378,"RT @Azfarovski: If people aren’t hitting on you during this corona szn, then I’m so sorry ma’am....but you’re worrying about the wrong viru…"
13379,RT @SDG2030: #HealthcareHeroes This gives you an idea how many layers of protection doctors must protect themselves everyday from the coron…
13380,@Tgifeveryone @w_terrence He donated that one to help with corona virus. Was his most recent check i believe.
13381,@LisaMillar The big problem is medical services. A few cases of corona virus will quickly overwhelm local emergency… https://t.co/9sDhd6GVEi
13382,"RT @BREWSRONE: corona virus got people being horny, depressed, creative and true alcoholics..im all 4"
13383,"RT @Leosmile_: Good morning @NCDCgov , my name is Dominic Vincent, I reside at Arigbajo, ewekoro Ogun state, I'm experiencing some symptoms…"
13384,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13385,@Two_Phish @RealCandaceO Because it was the Coronavirus that brought the death of that cancer patient earlier.  Tha… https://t.co/uPaoUyLS7L
13386,RT @jennymangawang: Me waiting for Corona Virus to end so I can finally go out
13387,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13388,"RT @jemxo__: if this corona virus don’t take me out, alcohol definitely will"
13389,RT @TheZaiduLeaks: Chinese Spokesperson @zlj517 who just sent me DM asked me not to call Corona Virus as #ChineseVirus19 or #ChinaVirus19…
13390,RT @EdgarLegoale: The country is busy dealing with serious issues like corona virus then comes Solly Moholo ka Beef ya hae Le Bushiri 🤦🏾‍♂️…
13391,"RT @2LarryJohnson7: 42.4 million babies killed by abortion in 2019

Media blackout on all Undocumented number of children ritualistically…"
13392,"RT @Western2A: There’s a deadly virus spreading from state to state. It preys on the most vulnerable, striking the sick and the old without…"
13393,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13394,"RT @2LarryJohnson7: 42.4 million babies killed by abortion in 2019

Media blackout on all Undocumented number of children ritualistically…"
13395,RT @ImActuallyLeo: random characters that would defeat corona virus https://t.co/6MLKNO69Hb
13396,"RT @tom_trotts: ""For 2.2 trillion (the cost of the Corona virus stimulus) we could have eliminated the income tax for every American worker…"
13397,I want the buenona virus not the corona virus :(
13398,RT @jimrieper: @IngrahamAngle You have to get corona virus to know what it’ll do #Nanshee https://t.co/AXl4lYPBhX
13399,@realDonaldTrump Haven’t heard anything on passing corona virus via cash.  Can you discuss with the people?
13400,RT @kinglilg: I see people in the streets like there is no corona virus out here ..
13401,@narendramodi sir due to corona virus it's not possible for me to give emi for 3 month if company put check on bank… https://t.co/FUMgIYYizH
13402,"RT @2LarryJohnson7: 42.4 million babies killed by abortion in 2019

Media blackout on all Undocumented number of children ritualistically…"
13403,"RT @CREradio: @theBrokerList will interview me on this ""Flash"" live stream/webinar on When, How &amp; Which Attorney to hire in a Corona Virus…"
13404,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13405,"@Inevitable_ET Where I am going with this.. is that as much as I believe we are overreacting..

I can tell you that… https://t.co/IsKclrW8k5"
13406,RT @BlGpIug: Someone said the corona virus wiped out truly blessed design team https://t.co/52Vqjyis0W
13407,"RT @CostiveBerry: Corona virus has killed millions of people 😫 but u n ur family are still alive,, thank God for de gift of life 🙏"
13408,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13409,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13410,"Ain’t cyphing blunts wit nobody idc what theory you come up with of germs being burnt, NOT EVEN. Facing blunts all Corona Virus. 💀"
13411,RT @RoArquette: Prayers for Musician John Prine he is hospitalized with corona virus and he’s in critical care.
13412,@WalshFreedom Respect is earned and @realDonaldTrump has not earned my respect he’s lost any of the little I ever h… https://t.co/Xm0CuBUfvl
13413,@realDonaldTrump Do you think that Hillary could be  a part of this corona  virus that is destroying our people? Sh… https://t.co/LI3MkONXkX
13414,"RT @CostiveBerry: Corona virus has killed millions of people 😫 but u n ur family are still alive,, thank God for de gift of life 🙏"
13415,@raoult_didier @IHU_Marseille Very good. What’s your opinion about hidroxiclor to prevention corona virus for doctors and elderly?
13416,RT @murtazawahab1: 106 pilgrims have finished their 14 day quarantine period in Sukkur &amp; their corona virus tests have also come as negativ…
13417,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13418,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13419,"RT @rishibagree: Rohini Singh wants the rich to donate for Corona Virus

Rohini Singh regularly flaunts her Mercedes on twitter

Rohini Sin…"
13420,"RT @Leosmile_: Good morning @NCDCgov , my name is Dominic Vincent, I reside at Arigbajo, ewekoro Ogun state, I'm experiencing some symptoms…"
13421,RT @OmarBeBased: Corona virus got all of us like this 💀 https://t.co/N5iYoxhNQV
13422,"RT @MosimaPrudence: What in the world is going on!?🧐
Hail crystals that looks like corona virus!? 👀 Evidence 🙌🏾

#Covid19inSA https://t.co/…"
13423,"RT @rishibagree: Rohini Singh wants the rich to donate for Corona Virus

Rohini Singh regularly flaunts her Mercedes on twitter

Rohini Sin…"
13424,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13425,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13426,RT @johnnjenga: German Air Force is flying covid19 corona virus patients from Italy to Germany using military air ambulances. Once they arr…
13427,RT @chiakaamako: Ps: some people are going from house to house in Abuja pretending to be NCDC officials asking to conduct corona virus test…
13428,RT @DJFatboy: Just released my Rona MixXx I did with @jerrybandito on our stream! https://t.co/iX9wAj6Lnx Donations are appreciated info in…
13429,"RT @rishibagree: Rohini Singh wants the rich to donate for Corona Virus

Rohini Singh regularly flaunts her Mercedes on twitter

Rohini Sin…"
13430,Facility and Risk Management Tips presented by https://t.co/ajurTBnhSa 5 Ways To Support Your Personnel &amp; Workforce… https://t.co/zsXbydwQOz
13431,RT @chiakaamako: Ps: some people are going from house to house in Abuja pretending to be NCDC officials asking to conduct corona virus test…
13432,Corona Rangoli design - War on Corona Virus - Fight against Covid 19 https://t.co/1DRLHXewo9 via @YouTube
13433,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13434,First I was scared of the corona virus and now I’m scared of carol baskin.😳 freaking psychopath. 🐆🕳⚰️💰
13435,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13436,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13437,"RT @kanchandwivedi3: Corona Virus To End May 29th, Says Indian Boy Who Correctly Predicted It's Start, 8 Months Ago ⁦@TeqTrader⁩  https://t…"
13438,RT @W4ff_is_6foot4: I still have twitter deleted I’m just using safari rn just to say make dua for my dad pls. He’s in ICU most likely bc o…
13439,"@nayata_kzr Malam Usman you misunderstood me, those are truly symptoms of the corona virus, I’m not being sarcastic 💁🏽"
13440,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13441,"RT @andrewsharold3: Pray for this boy. Both parents are infected with corona virus, he needs your prayers. https://t.co/hJj8iO1AGy"
13442,"RT @TahirulQadri: A strict #lockdown, similar in nature with Curfew, is a must and if not imposed, the situation may deteriorate our econom…"
13443,"Corona virus update - Country wise 

According to New case

#china #usa #italy #uk #spain #india… https://t.co/iEQuLJP4ez"
13444,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13445,RT @TC1776: Just another thing going on while we are consumed with The Corona Virus ! https://t.co/ZoHOFI11N7
13446,RT @nhannahjones: A weepy man records bodies being placed in the back of a refrigerated truck in Brooklyn and the President of the United S…
13447,quarantined girl in a corona virus world 🤩
13448,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13449,"RT @Dheeraj51131102: Help poor, helpless and needy animals in lock-down during corona COVID-19 virus epidemic crisis

 Appeal to Amajan tha…"
13450,"RT @MakenzoMshika: Honestly those who keep on talking about the ""real reason we're on lock down is that they're installing 5G Corona Virus…"
13451,"RT @Hw3Dr: Visionary Tetteh Quarshie brought COCOA. 

Visionless Akufo-Addo brought CORONA Virus."
13452,RT @TahirulQadri: The only effective treatment for Corona Virus is to take precautionary measures. It is our social and religious responsib…
13453,"RT @coletaylorlive: I swear Alan Jackson better be hiding behind 7 concrete walls from this corona virus. If it takes him, me and corona go…"
13454,@IanKenyonNFL I have read the latter. Apparently corona virus doesn’t mutate as often as the normal flu or colds. B… https://t.co/NJ0c4BZdLg
13455,RT @TahirulQadri: Symptoms of Corona Virus become visible in 14 to 28 days normally and an affected person unintentionally becomes a source…
13456,"RT @CostiveBerry: Corona virus has killed millions of people 😫 but u n ur family are still alive,, thank God for de gift of life 🙏"
13457,RT @ToriNicksWho: Corona Virus is a smoke screen.. doesn’t mean it’s not harmful but let’s look at what laws was passed &amp; what activity bee…
13458,@thomasafine @RealCandaceO Bullshit the flu this year alone is 15000 dead 30 million have been infected with the fl… https://t.co/oIDzXiUrWh
13459,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13460,RT @alpha_alexx: damn so if im faithful to the corona virus will it leave too?
13461,"RT @JohnnyAmerica64: The COVID19 Corona-virus originated in Wuhan China

Calling it the Wuhan Virus, Wuhan Flu, Chinese Virus, or Chinese F…"
13462,"@johncardillo Whoever did 9/11 crime, did corona virus pandemic too!"
13463,@McFifenstein That trump is purposefully screwing up the corona virus response in hopes that it will allow him to postpone the election
13464,"I’ll never forgive you, corona virus😡"
13465,"RT @CostiveBerry: Corona virus has killed millions of people 😫 but u n ur family are still alive,, thank God for de gift of life 🙏"
13466,"RT @ZonePhysics: Australian Researcher Claim that They've Found a ""Cure"" for the Corona Virus
https://t.co/Fjolcd9nsp"
13467,Everyone is trying to be famous and everyone is trying to trend. These people and the ones who are seeking attentio… https://t.co/q0C6imvbZN
13468,"RT @Twither407: The American People will not Forget Princess @SpeakerPelosi, how you blew back into town and held up the Corona Virus Bill…"
13469,RT @luigi_ebooks: me when i get corona virus and have to be quarantined for 2 weeks https://t.co/B0Bm5n4rpP
13470,"RT @rishibagree: Rohini Singh wants the rich to donate for Corona Virus

Rohini Singh regularly flaunts her Mercedes on twitter

Rohini Sin…"
13471,RT @baldboyblues: corona virus please stop i am so bored
13472,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13473,"RT @ImAllexx: apparently a corona virus symptom is having no taste, thoughts go out to all the kpop stans at this time 🙏"
13474,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13475,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13476,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13477,@no_late_work I’ve been having nightmares too. Not corona virus related but I really rarely have nightmares. Sorry… https://t.co/u4c5jyP7q8
13478,"RT @Caring_Atheist: The Corona Virus has taught us that:
- No faith healing works
- There are no miracles 
- Even religious people rely on…"
13479,"RT @ImperatorTruth: I have an EPIC #CoronaVirus Roundtable planned for Tuesday night at 9pm. Some BIG names will be on, and some of the top…"
13480,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13481,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13482,Corona virus got all of us like this 💀 https://t.co/N5iYoxhNQV
13483,"RT @Geet53868168: #ThursdayThoughts 
#सत्संग_से_अद्भुतलाभ
Saint Rampal Ji Maharaj Corona Virus, Cancer, AIDS, etc World War 3 se bacha sakt…"
13484,Fuck Corona Virus https://t.co/4sM8MufwoN via @YouTube  ALSO https://t.co/4PjRF7Qk0O
13485,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13486,RT @Miss_Dalisa: The United States has a higher population with those affected with corona virus because ... we have a higher population of…
13487,RT @nhannahjones: A weepy man records bodies being placed in the back of a refrigerated truck in Brooklyn and the President of the United S…
13488,My poor little sister. There’s a whole Corona virus and she manages to catch mono. BAD. Like - they need to keep he… https://t.co/D5grKuMS3r
13489,".@JasonBermas is live right now. You owe it to yourself to watch his streams &amp; videos for honest, up-to-date covera… https://t.co/Jr8aVBzCcS"
13490,@geonews_urdu Is it true corona virus detected in imran Khan that's y moulana is asking for prayer
13491,"RT @kennygee_70: We can insult Buhari all we want but if he didn't insist on aggressive agricultural reforms, Nigeria would have been a mes…"
13492,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13493,RT @nhannahjones: A weepy man records bodies being placed in the back of a refrigerated truck in Brooklyn and the President of the United S…
13494,"RT @ambertthompsonn: I have been sick with Corona Virus for 17 days so far. Keep in mind im a very healthy, active 18 year old. 
I went to…"
13495,"supposedly today is our moving up ceremony, but because of the Corona Virus that is continue spreading we were not… https://t.co/U3wKS9kzuK"
13496,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13497,"RT @Techrose11: When This Corona Monster Virus is Over and Gone for Good We will be Like this❤️👍🙏☺️
#MondayMotivaton #MondayVibes #MondayMo…"
13498,RT @RoArquette: Prayers for Musician John Prine he is hospitalized with corona virus and he’s in critical care.
13499,"don’t know how else to put this but uhhhhh facts &gt; faith. 
religion and how you may choose to practice it has no in… https://t.co/LDCHSu8jqL"
13500,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13501,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13502,RT @nhannahjones: A weepy man records bodies being placed in the back of a refrigerated truck in Brooklyn and the President of the United S…
13503,"RT @ImAllexx: apparently a corona virus symptom is having no taste, thoughts go out to all the kpop stans at this time 🙏"
13504,What would you do if a restaurant you’ve recently ate at had a corona virus outbreak?
13505,RT @RoArquette: Prayers for Musician John Prine he is hospitalized with corona virus and he’s in critical care.
13506,"RT @ftblmiguel: Apparently, a corona virus symptom is having no taste. My thoughts go out to all Manchester United fans at this difficult t…"
13507,"RT @lilduval: Throw the whole year 2020 away. corona virus fucked up everything. 

Hurricane season: https://t.co/qzXVLvGAkM"
13508,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13509,RT @TheZaiduLeaks: Chinese Spokesperson @zlj517 who just sent me DM asked me not to call Corona Virus as #ChineseVirus19 or #ChinaVirus19…
13510,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13511,RT @nhannahjones: A weepy man records bodies being placed in the back of a refrigerated truck in Brooklyn and the President of the United S…
13512,RT @RoArquette: Prayers for Musician John Prine he is hospitalized with corona virus and he’s in critical care.
13513,"RT @ImAllexx: apparently a corona virus symptom is having no taste, thoughts go out to all the kpop stans at this time 🙏"
13514,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13515,"This doctor suggests using hot air therapy to prevent and cure early symptoms of corona virus infection
(Thread, pa… https://t.co/meGdXnDiQ3"
13516,RT @GeorgiaLogCabin: #Poll: Do you personally know anyone diagnosed with the corona virus? Vote &amp; retweet. #coronavirus #covid19 #covidー19…
13517,RT @samuelfishr: PSA: If you’re 18+ you’re eligible for $1000 from PayPal due to the Corona Virus pandemic! (I’ll link the site below)
13518,"@WilkowMajority These people have no ethics. @realDonaldTrump is damned if he does, damned if he doesn't. He could… https://t.co/5oD2yi4Nb6"
13519,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13520,🔴Live Bitcoin Weekly Candle Close - Banks cant deliver GOLD!!! - Corona Virus!🔴 https://t.co/v8Z3DHEiI8
13521,RT @RoArquette: Prayers for Musician John Prine he is hospitalized with corona virus and he’s in critical care.
13522,@tanamongeau I’m sorry for having to message you. I got into an accident and I need $1600 to fix the car. I can pro… https://t.co/tyh69Ttf1I
13523,RT @MimieLaushi: Lol shey you prefer for corona virus to chop everybody while we are waiting for nass that’s also working from home?
13524,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13525,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13526,"RT @CostiveBerry: Corona virus has killed millions of people 😫 but u n ur family are still alive,, thank God for de gift of life 🙏"
13527,RT @ErgaPfizer: @GladysCastanho Corona Virus - Covid 19 | Short Film | End of the world?
13528,"RT @StillmanMD: 5G just rolled out in Europe, China, and North America. 
Microwave radiation cripples innate immunity and increases inflamm…"
13529,@Yellaa_21 😂it’s only for forest park 😂 I ain’t finish reading and it only pertains to the 3 individuals who got corona virus
13530,"RT @ayemojubar: USA 123k cases 3k recovered, (2%).
Italy 92k cases 12k recovered, (13%).
Spain 16%, Germany 14%, UK 0.7%.

China 81k cases…"
13531,"@Education4Libs Well, for one they don’t listen to false studies...  that said, those treatments show some promise… https://t.co/NjwwTi0nOV"
13532,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13533,"RT @CostiveBerry: Corona virus has killed millions of people 😫 but u n ur family are still alive,, thank God for de gift of life 🙏"
13534,"RT @ZaidZamanHamid: Hear it yourself...this was in 2013...

""2020 Corona virus influenza epidemic..."" https://t.co/gGrhMNafIk"
13535,@breannabrooke13 @m3ssym0nday_ corona virus is gonna be a big thing for at least another month I think
13536,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13537,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13538,RT @nielo_Twit: Even pastors are waiting for corona virus to clear so they can continue healing the sick.
13539,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13540,Musicians have been playing music from the 90’s and 2000’s on FOX News TV for the Corona virus cause.
13541,"RT @pamela_mtanga: I know it’s April fools day on Wednesday but could we please refrain from Corona Virus pranks, misinformation and the li…"
13542,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13543,What if we took the corona virus and pushed it somewhere else https://t.co/o3MfuMXp9X
13544,RT @Safikhalil_: Finance Minister of #Germany (Thomas Schafer) committed suicide coz #Corona_Virus hits their economy badly 🤦‍♂😥 https://t.…
13545,"RT @CostiveBerry: Corona virus has killed millions of people 😫 but u n ur family are still alive,, thank God for de gift of life 🙏"
13546,"I’m just glad that USA is #1 rn with this whole corona virus thing, I knew we would do good!"
13547,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13548,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13549,"RT @Leosmile_: Good morning @NCDCgov , my name is Dominic Vincent, I reside at Arigbajo, ewekoro Ogun state, I'm experiencing some symptoms…"
13550,"RT @ZonePhysics: Australian Researcher Claim that They've Found a ""Cure"" for the Corona Virus
https://t.co/Fjolcd9nsp"
13551,RT @TxFireman325: @toddstarnes They are preparing for war. Virus is a cover. NORAD and NORTHCOM now activated and personal are shut up insi…
13552,Corona virus lock down hits a little harder with this rain god damn
13553,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13554,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13555,"RT @Neha00998264: Trump was absolutely correct when he called china virus instead of corona virus
What a stratergy!
#ChinaLiedPeopleDie
#ch…"
13556,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13557,"RT @rishibagree: Rohini Singh wants the rich to donate for Corona Virus

Rohini Singh regularly flaunts her Mercedes on twitter

Rohini Sin…"
13558,"RT @SATVlR: apparently a corona virus symptom is having no taste, thoughts go out to all the mickey singh &amp; parmish verma fans at this time…"
13559,Lol shey you prefer for corona virus to chop everybody while we are waiting for nass that’s also working from home? https://t.co/6qvQwIlWiQ
13560,"RT @rishibagree: Rohini Singh wants the rich to donate for Corona Virus

Rohini Singh regularly flaunts her Mercedes on twitter

Rohini Sin…"
13561,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13562,RT @nielo_Twit: Even pastors are waiting for corona virus to clear so they can continue healing the sick.
13563,Acacia getting pregnant again and contributing to the baby boomer 2.0 bc of corona virus
13564,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13565,RT @nhannahjones: A weepy man records bodies being placed in the back of a refrigerated truck in Brooklyn and the President of the United S…
13566,"If I get the Corona virus, I will laugh like a clown and die. Free from the demonic pigs world."
13567,@YonceVocals @take2seats this could cure corona virus.
13568,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13569,RT @ViceGandaLife: Respect to all Doctors and Nurses who are working day and night to treat corona virus patients.
13570,RT @SaadiUj: This man is the Real culprit behind the presence of Corona virus in Pakistan and he should be punished #زلفی_بخاری_قومی_مجرم h…
13571,RT @thomaskaine5: SHOCKING.  The USA has 20% of the corona-virus cases in the world.  Yet we still do not have a National Stay at Home Orde…
13572,"RT @2LarryJohnson7: 42.4 million babies killed by abortion in 2019

Media blackout on all Undocumented number of children ritualistically…"
13573,With the corona virus going on I think colleges around the country that are doing online now shouldn’t have mandato… https://t.co/g5hd6Dy476
13574,"RT @market_raven: Corona Virus is less dangerous than the daily life of an American. Deaths are dropping from isolation. 

https://t.co/KzY…"
13575,RT @nhannahjones: A weepy man records bodies being placed in the back of a refrigerated truck in Brooklyn and the President of the United S…
13576,"RT @Techrose11: When This Corona Monster Virus is Over and Gone for Good We will be Like this❤️👍🙏☺️
#MondayMotivaton #MondayVibes #MondayMo…"
13577,"Instead of calling this virus “Corona”, can we call it the “Thanos Virus? Cause this thing seems to be wiping out h… https://t.co/MFYb5gBLTz"
13578,RT @TC1776: Just another thing going on while we are consumed with The Corona Virus !
13579,"@jojofrompa @Day_Glow_Eyes @DavidMuir As much as I worry for David being out &amp; about in the NYC during a pandemic,… https://t.co/HGZrOB0lCk"
